round_epochs,val_loss,loss,n_batch_size,n_epochs,optimizer,losses,n_neurons,prev_timesteps
58,0.018186749979050787,0.009970284147918314,105,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,24
202,0.040558967576274155,0.0027733737263832864,16,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,1
106,7.070783734078776e-05,1.8631146823723452e-05,105,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,1
58,0.009963060826707077,0.006093964538414818,38,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,33,12
58,0.0065280594816440355,0.006299703308710384,60,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,24
202,0.012118160622337214,0.005231220543633596,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,43,12
106,0.012691831389820631,0.007200542310562459,105,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,6
106,0.00025954098776759965,7.432868694377824e-05,38,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,52,1
106,0.01509892058119513,0.006258759831896088,60,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,90,24
154,0.004768994697065148,0.003338112468322266,83,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,52,24
202,0.001068945953049422,4.7555698227356664e-05,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,81,24
106,0.0007955906974872737,8.295296986319238e-05,83,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,52,6
202,0.00042592120625399186,4.009007443685156e-05,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,33,12
202,0.0036524614991736365,0.0030082314250186475,83,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,52,24
106,0.040506817812068656,0.005439335393512543,16,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,62,24
202,0.0007665430691613377,5.44160282392827e-05,38,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,6
202,0.001285365407977808,3.909599248478238e-05,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,90,3
10,0.03586106886572271,0.0026978472016560276,38,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,3
58,0.0057628389553740595,0.006026757060945288,83,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,62,24
154,0.00758393537033487,0.005150302924158825,38,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,81,6
58,0.00018470822831890638,8.191423049685843e-05,60,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,62,12
154,0.00141615810693539,3.63031116792327e-05,38,154,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,5,24
58,0.0033905463725206328,0.00012512491655006854,60,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,43,6
106,0.0030803222195469513,6.30617985201445e-05,38,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,62,12
10,0.11023251060700845,0.034997932821449036,38,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,52,12
106,0.03986205171624422,0.005696259726945588,16,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,90,3
10,0.008858511380266169,0.0009917005470007898,38,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,1
106,0.01883595490208946,0.0049807921704183074,60,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,5,24
202,0.013183715549793465,0.005178710061547949,60,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,90,12
202,0.03342002731441902,0.004916147366858115,16,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,6
10,0.05921395796316426,0.017589619417467367,83,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,12
58,0.019794412617055224,0.00992921531175658,105,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,90,1
10,0.0180178872361697,0.0004787644216996591,60,10,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,1
106,0.008220677173350963,6.544928046142381e-05,16,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,6
106,0.0006781360719019402,5.4097205192891806e-05,105,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,3
154,0.012779918109106,0.005479102220760791,60,154,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,43,6
10,0.09883953794966642,0.028415022550486262,38,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,24,24
106,0.04090994693105369,0.005898083073696278,16,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,3
58,0.016695476290152767,0.007944411925826072,83,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,24,1
58,0.004379422564471885,0.004261588661359308,105,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,33,12
58,0.002287042321153167,0.0001223780821952189,83,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,43,6
10,0.010103009031130209,0.00033077905152662857,60,10,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,33,3
58,0.003132585538643211,8.336004064109356e-05,38,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,33,24
106,0.010332797902237002,0.007127212568988803,105,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,43,3
202,0.013355123799423966,0.006131447977738491,105,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,12
106,0.008414533289960214,0.004833739827011104,38,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,81,6
10,0.04362752443246198,0.0008858623806314275,16,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,33,24
58,0.002895916126745185,0.00018461102464648892,16,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,3
58,0.0010890513667619526,0.00015504438150274968,83,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,6
10,0.06572610142792439,0.01897651171082455,105,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,12
202,0.0025333282469970305,4.010113159196626e-05,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,6
58,0.00044067721214798846,0.0001234246218158329,105,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,3
58,0.02218494904584866,0.006325707547518834,38,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,6
202,0.0026364854594706152,4.4454848955701865e-05,16,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,6
10,0.09109530734400384,0.029793551407537994,60,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,62,1
106,5.524937714244831e-05,3.2032358169164176e-05,83,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,62,24
202,0.002577889748019258,4.337618141667687e-05,16,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,6
154,0.0006766021464742596,6.214264670655323e-05,105,154,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,52,1
58,0.002181434491867498,0.0001329214996264652,83,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,24
202,0.002886968251344644,4.746724058657127e-05,16,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,43,24
58,0.008297490394181034,0.006501562955819391,38,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,3
154,0.0003727383437757052,6.151583845726337e-05,38,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,1
202,0.0012682545400228215,7.730822625653003e-05,16,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,12
106,0.03644258571541677,0.003727134657800382,16,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,3
202,0.0007657710320769179,4.121912587004931e-05,60,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,14,12
202,0.0007738890729093835,3.069235766919327e-05,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,24
154,0.0349138344191041,0.0032089107922514855,16,154,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,24
106,8.505394451836447e-05,5.16963495876837e-05,60,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,52,12
154,0.0037019446684527,0.0034423907340358152,83,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,62,1
106,0.002393611475215923,5.6279077173099956e-05,38,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,14,3
154,0.001100066520696175,4.759863866805478e-05,60,154,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,43,3
58,0.005321951202960129,0.005254290719295161,60,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,6
10,0.12638452624572527,0.010199423953571981,16,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,33,3
202,0.02605890181398147,0.004298551390649767,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,52,24
154,0.00042323175710042395,5.49867903229827e-05,38,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,12
10,0.06694716446757853,0.01641857959370374,83,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,33,3
154,0.00012171018590455982,4.117579007420394e-05,60,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,3
58,0.0034017500828646442,0.0002139631808124123,16,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,24
154,3.319942080058316e-05,1.94412008983719e-05,105,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,3
58,0.023314198440258713,0.005477041317264605,38,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,14,6
58,0.002454443097522814,9.771103986196728e-05,60,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,14,12
106,0.014028303226115403,0.004598148302892048,38,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,24
202,0.00012046170969199324,4.8201078183655996e-05,38,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,6
10,0.03362004627871,0.020043099408581327,105,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,5,1
58,0.00909499677274847,0.006347805971304107,38,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,24
202,0.021296750525629675,0.004025101044796843,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,33,24
202,0.00011263301103723649,3.4311618488217656e-05,105,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,12
10,0.1298659617783343,0.01006798081720613,16,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,52,24
58,0.0033013400437853393,0.00016042428564798418,83,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,12
202,0.0036617356233332146,0.003009378998624124,83,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,5,3
58,0.019373856376741546,0.00793004007672024,83,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,24,3
202,0.01410683082770503,0.0038737345601104188,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,3
58,0.0006773098264754425,0.0001147205160994221,83,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,24
58,5.8307075997590514e-05,2.9049798094032823e-05,83,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,6
58,0.006020683096415864,0.005267223801404428,83,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,1
10,0.07787737918942823,0.015017562410377846,60,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,33,6
202,0.004947864371848358,0.0032229317561546615,83,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,33,3
202,0.009815534889818421,0.004599917403378422,38,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,52,6
106,0.0451190707727475,0.005807965074144222,16,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,6
58,0.004083516257807512,0.00010474801703461399,38,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,62,24
106,0.0006308564350095699,4.495114159971433e-05,105,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,6
106,0.005131291031556867,0.0041000885275871,60,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,6
10,0.019212532768886372,0.002747378833642198,60,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,6
202,0.01730149227096091,0.006318340689188685,105,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,90,24
154,0.010182077938312788,0.005444507851844681,83,154,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,24,24
202,0.000266344741699513,5.086837051595434e-05,38,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,33,1
154,0.000981208579474809,8.368258165510768e-05,105,154,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,90,12
106,0.00018971651344873805,7.17196727046968e-05,38,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,33,1
106,0.0006688832817543359,8.317718369155793e-05,105,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,24,6
202,0.046656136451195825,0.004574858764107964,16,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,12
202,0.0013113671375158506,3.3584334989506656e-05,38,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,90,12
154,0.0005449158253107601,5.63121406866459e-05,83,154,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,6
58,0.027729317374852878,0.006504483975831032,38,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,1
154,0.01710969760353619,0.005360975346933217,83,154,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,14,3
106,5.067258905511778e-05,3.286940942219725e-05,83,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,12
154,0.027759557323080143,0.005258518609121982,60,154,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,14,1
106,0.002973933614245274,0.00011104904604840985,16,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,3
154,0.034215900142827126,0.004929230672329953,16,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,24
10,0.057646510742785234,0.01644682781941587,105,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,33,12
10,0.015762934548929405,0.0006205815030225824,105,10,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,33,1
202,0.001511682209199753,5.139005850582537e-05,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,71,3
106,0.0003945124846186286,8.114101209841298e-05,105,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,43,6
10,0.03088317939096056,0.0164823560691241,83,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,6
106,0.00032320322558970673,4.320148338145338e-05,105,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,12
58,0.0002732114083784484,0.00012362158116743032,38,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,12
106,0.025068929431463556,0.004894836905394212,38,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,3
10,0.07222898230062723,0.017738803960514686,83,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,43,24
202,0.04070849921825314,0.00403259909179539,16,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,81,24
106,0.0002821215970956823,7.406919742763536e-05,38,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,90,3
202,0.003872360221055087,0.0027782140537888763,83,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,3
202,8.834570907401077e-05,2.2902304419553935e-05,83,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,3
154,0.005931326135731075,0.0031561084890018086,83,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,81,24
10,0.07128299717998916,0.025841460362165787,60,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,1
106,0.00997466136614364,0.004539548359558233,38,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,6
106,7.263389328889428e-05,5.3852013861487565e-05,60,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,24
106,0.037995602055502606,0.006417501696016163,16,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,6
58,0.019419840704527923,0.007500687035796055,60,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,6
58,0.011985940043971162,0.005720100770130766,60,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,5,6
202,7.758479814609564e-05,3.0223629348550116e-05,60,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,12
154,0.0156073455071475,0.003921833530492519,38,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,71,6
58,0.0025090426193612285,0.00013903442863932825,83,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,62,1
58,0.007192279277345654,0.0058115918885069,60,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,90,3
154,3.518750963099264e-05,1.5591161028202247e-05,105,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,1
106,0.007113928223284814,0.005091956713172561,38,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,90,3
10,0.01770654795069197,0.0004998796836128743,60,10,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,90,3
106,0.003626046861377125,0.003734238155613896,105,106,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,3
154,0.00100557638001796,4.586521392042456e-05,60,154,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,43,12
106,0.00023837655419530092,7.027470054413377e-05,38,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,81,1
58,0.004953195680955479,0.003979067981171567,83,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,24,3
202,8.357518844578728e-05,3.881127742874465e-05,60,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,12
106,0.02371812793662881,0.005103296944817822,38,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,6
154,0.00039597689752596667,5.3247100616634674e-05,38,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,62,12
202,0.01404302441701108,0.005260962083579952,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,6
202,0.03823018273133227,0.00422980006440247,16,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,52,1
202,0.0008711484663178088,3.659713415359906e-05,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,5,6
58,0.00022752672272692996,5.7533715402471786e-05,60,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,12
106,0.02862038379216938,0.004870716327233228,38,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,81,1
10,0.00029814940996818277,0.0001742241477295018,83,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,12
202,0.009500737722228566,0.005739303371459583,105,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,24
58,0.00010268373103090805,2.9023737236882904e-05,83,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,24,3
10,0.12697968902041282,0.02479988131410565,83,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,5,24
106,0.0005367905361046607,5.9681151570602586e-05,105,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,6
10,0.09247977949209685,0.01367586056469424,38,10,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,24
10,0.031078126104634358,0.002595974594433714,83,10,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,5,3
58,0.0026150819587199016,0.00010975861454454113,60,58,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,43,3
154,0.0035247082624134444,0.002830654475689249,105,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,12
154,0.004461327693669544,0.003203115901942098,105,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,33,24
202,0.014759509246049365,0.005416744150203568,83,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,71,3
58,0.048393403542432954,0.004708855810468125,16,58,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,1
202,0.023362423278788173,0.0033879147586447903,16,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,5,1
154,6.26063630717978e-05,4.038362735840408e-05,60,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,62,1
10,0.059911040113658685,0.02240137515449276,83,10,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,90,3
10,0.03270782763883706,0.002413993064995011,38,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,62,3
202,0.00025758838496891834,4.640622601777826e-05,38,202,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,33,6
202,0.013430131020162658,0.004733882023257191,60,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,43,3
154,0.004304027701345143,0.002835889786843111,83,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,24
202,0.004775584292991,0.003170848605437731,83,202,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,90,3
154,3.579539743744161e-05,2.7249524246012167e-05,83,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,52,6
154,7.914075335554652e-05,3.79779457148944e-05,60,154,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,14,1
10,0.006617877879316524,0.00033313752438538267,105,10,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,24,6
106,0.012433096719545364,0.007327417063536019,105,106,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,24
106,0.00016837474262361188,2.329817466707952e-05,83,106,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,6
58,0.008514165659641318,0.007265330907990592,38,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,24,24
10,0.001088407518378969,0.00039869886555201614,60,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,24
154,0.008902910839084873,0.006096391021609478,83,154,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,33,6
154,0.03259091002141169,0.004822704007697139,16,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,43,6
58,0.01562936891047966,0.004860201433942192,60,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,5,12
106,0.0008030961594102768,5.816552930304136e-05,60,106,<class 'keras.optimizers.RMSprop'>,<function mean_squared_error at 0x0000019886DA28C8>,52,3
154,0.036947740622579626,0.004991870378907716,16,154,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,14,1
58,0.00019444559764633911,7.534392496928517e-05,60,58,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,5,6
202,0.010854746021542192,0.005608987419994192,105,202,<class 'keras.optimizers.RMSprop'>,<function mean_absolute_error at 0x0000019886DA2840>,62,1
58,0.008405567772255767,0.005961304278817188,38,58,<class 'keras.optimizers.Adam'>,<function mean_absolute_error at 0x0000019886DA2840>,52,24
10,0.03280850341768824,0.002476498051160867,38,10,<class 'keras.optimizers.Adam'>,<function mean_squared_error at 0x0000019886DA28C8>,71,12
