,device,gpsLat,gpsLon,rx_time,seqNumber,spfact,IPT
1081,3432333864377C18,,,2018-12-18 02:07:30.533,,8.0,3.0
1082,3432333864377C18,,,2018-12-18 02:08:33.390,,8.0,62.0
1083,3432333864377C18,,,2018-12-18 02:08:36.285,,8.0,2.0
1084,3432333864377C18,,,2018-12-18 02:09:40.747,,8.0,64.0
1085,3432333864377C18,,,2018-12-18 02:09:43.645,,8.0,2.0
1087,3432333864377C18,,,2018-12-18 02:11:53.473,,8.0,67.0
1088,3432333864377C18,,,2018-12-18 02:11:55.372,,8.0,1.0
1089,3432333864377C18,,,2018-12-18 02:12:59.853,,8.0,64.0
1090,3432333864377C18,,,2018-12-18 02:13:02.751,,8.0,2.0
1092,3432333864377C18,,,2018-12-18 02:15:12.597,,8.0,66.0
1093,3432333864377C18,,,2018-12-18 02:15:18.634,,8.0,6.0
1097,3432333864377C18,,,2018-12-18 02:17:29.525,,8.0,53.0
1098,3432333864377C18,,,2018-12-18 02:17:42.810,,8.0,13.0
1099,3432333864377C18,,,2018-12-18 02:18:35.510,,8.0,52.0
1100,3432333864377C18,,,2018-12-18 02:18:48.200,,8.0,12.0
1101,3432333864377C18,,,2018-12-18 02:19:41.908,,8.0,53.0
1102,3432333864377C18,,,2018-12-18 02:19:55.575,,8.0,13.0
1103,3432333864377C18,,,2018-12-18 02:20:48.675,,8.0,53.0
1104,3432333864377C18,,,2018-12-18 02:21:01.959,,8.0,13.0
1106,3432333864377C18,,,2018-12-18 02:23:01.426,,8.0,67.0
1107,3432333864377C18,,,2018-12-18 02:23:14.707,,8.0,13.0
1109,3432333864377C18,,,2018-12-18 02:25:13.178,,8.0,65.0
1110,3432333864377C18,,,2018-12-18 02:25:27.462,,8.0,14.0
1112,3432333864377C18,,,2018-12-18 02:27:26.559,,8.0,66.0
1113,3432333864377C18,,,2018-12-18 02:27:39.214,,8.0,12.0
1114,3432333864377C18,,,2018-12-18 02:28:32.948,,8.0,53.0
1115,3432333864377C18,,,2018-12-18 02:28:46.590,,8.0,13.0
1120,3432333864377C18,,,2018-12-18 02:34:04.174,,8.0,53.0
1121,3432333864377C18,,,2018-12-18 02:34:18.452,,8.0,14.0
1122,3432333864377C18,,,2018-12-18 02:35:11.546,,8.0,53.0
1123,3432333864377C18,,,2018-12-18 02:35:24.830,,8.0,13.0
1124,3432333864377C18,,,2018-12-18 02:36:17.921,,8.0,53.0
1125,3432333864377C18,,,2018-12-18 02:36:30.202,,8.0,12.0
1127,3432333864377C18,,,2018-12-18 02:38:30.680,,8.0,67.0
1128,3432333864377C18,,,2018-12-18 02:38:43.923,,8.0,13.0
1129,3432333864377C18,,,2018-12-18 02:39:36.047,,8.0,52.0
1130,3432333864377C18,,,2018-12-18 02:39:49.291,,8.0,13.0
1131,3432333864377C18,,,2018-12-18 02:40:43.413,,8.0,54.0
1132,3432333864377C18,,,2018-12-18 02:40:56.658,,8.0,13.0
1134,3432333864377C18,,,2018-12-18 02:42:55.155,,8.0,65.0
1135,3432333864377C18,,,2018-12-18 02:43:08.399,,8.0,13.0
1136,3432333864377C18,,,2018-12-18 02:44:02.512,,8.0,54.0
1137,3432333864377C18,,,2018-12-18 02:44:15.719,,8.0,13.0
1139,3432333864377C18,,,2018-12-18 02:45:07.807,,8.0,15.0
1140,3432333864377C18,,,2018-12-18 02:45:20.337,,8.0,12.0
1312,3432333864377C18,,,2018-12-18 04:32:50.674,,8.0,37.0
1313,3432333864377C18,,,2018-12-18 04:32:52.298,,8.0,1.0
3296,3432333864377C18,,,2018-12-19 01:31:48.011,,7.0,38.0
3297,3432333864377C18,,,2018-12-19 01:31:56.550,,7.0,8.0
8334,3432333864377C18,51.19973373413086,4.391185283660889,2018-12-21 08:06:41.226,19052.0,7.0,69.0
8335,3432333864377C18,51.19973373413086,4.391180515289307,2018-12-21 08:06:52.620,19053.0,7.0,11.0
8336,3432333864377C18,51.19972610473633,4.391180515289307,2018-12-21 08:07:05.140,19054.0,7.0,12.0
26737,3432333864377C18,,,2018-12-29 14:18:15.121,,7.0,36.0
26738,3432333864377C18,,,2018-12-29 14:18:24.931,,7.0,9.0
26890,3432333864377C18,,,2018-12-29 15:50:52.785,,7.0,30.0
26891,3432333864377C18,,,2018-12-29 15:50:59.051,,7.0,6.0
29793,3432333864377C18,,,2018-12-30 20:33:17.897,,8.0,40.0
29794,3432333864377C18,,,2018-12-30 20:33:28.355,,8.0,10.0
31272,3432333864377C18,51.258056640625,4.45255708694458,2018-12-31 11:44:35.911,46862.0,9.0,28.0
31273,3432333864377C18,51.25826644897461,4.4524688720703125,2018-12-31 11:44:46.916,46863.0,9.0,11.0
31274,3432333864377C18,51.25855255126953,4.451642990112305,2018-12-31 11:45:14.339,46864.0,9.0,27.0
31275,3432333864377C18,51.2585563659668,4.4516425132751465,2018-12-31 11:45:26.015,46865.0,9.0,11.0
39777,3432333864377C18,,,2019-01-04 07:56:27.444,,7.0,20.0
39778,3432333864377C18,,,2019-01-04 07:56:39.850,,7.0,12.0
40123,3432333864377C18,,,2019-01-04 11:20:34.246,,7.0,36.0
40124,3432333864377C18,,,2019-01-04 11:20:36.254,,7.0,2.0
40126,3432333864377C18,,,2019-01-04 11:21:44.581,,7.0,31.0
40127,3432333864377C18,,,2019-01-04 11:21:53.915,,7.0,9.0
40457,3432333864377C18,,,2019-01-04 14:55:38.822,,7.0,28.0
40458,3432333864377C18,,,2019-01-04 14:55:53.588,,7.0,14.0
42143,3432333864377C18,,,2019-01-05 10:07:34.190,,7.0,264.0
42144,3432333864377C18,,,2019-01-05 10:07:39.053,,7.0,4.0
42146,3432333864377C18,,,2019-01-05 10:16:24.009,,7.0,264.0
42147,3432333864377C18,,,2019-01-05 10:16:29.876,,7.0,5.0
42148,3432333864377C18,,,2019-01-05 10:20:49.971,,7.0,260.0
42149,3432333864377C18,,,2019-01-05 10:20:54.835,,7.0,4.0
42150,3432333864377C18,,,2019-01-05 10:25:14.836,,7.0,260.0
42151,3432333864377C18,,,2019-01-05 10:25:19.697,,7.0,4.0
42152,3432333864377C18,,,2019-01-05 10:29:39.658,,7.0,259.0
42153,3432333864377C18,,,2019-01-05 10:29:43.556,,7.0,3.0
42155,3432333864377C18,,,2019-01-05 10:38:28.192,,7.0,264.0
42156,3432333864377C18,,,2019-01-05 10:38:33.088,,7.0,4.0
42157,3432333864377C18,,,2019-01-05 10:42:53.012,,7.0,259.0
42158,3432333864377C18,,,2019-01-05 10:42:58.278,,7.0,5.0
42162,3432333864377C18,,,2019-01-05 11:04:57.124,,7.0,524.0
42163,3432333864377C18,,,2019-01-05 11:05:02.028,,7.0,4.0
42165,3432333864377C18,,,2019-01-05 11:18:11.438,,7.0,263.0
42166,3432333864377C18,,,2019-01-05 11:18:16.339,,7.0,4.0
42169,3432333864377C18,,,2019-01-05 11:44:40.274,,7.0,524.0
42170,3432333864377C18,,,2019-01-05 11:44:45.177,,7.0,4.0
42173,3432333864377C18,,,2019-01-05 11:57:55.129,,7.0,260.0
42174,3432333864377C18,,,2019-01-05 11:58:00.039,,7.0,4.0
42175,3432333864377C18,,,2019-01-05 12:02:20.066,,7.0,260.0
42176,3432333864377C18,,,2019-01-05 12:02:25.011,,7.0,4.0
42178,3432333864377C18,,,2019-01-05 12:11:10.894,,7.0,265.0
42179,3432333864377C18,,,2019-01-05 12:11:15.804,,7.0,4.0
42181,3432333864377C18,,,2019-01-05 12:20:00.691,,7.0,259.0
42182,3432333864377C18,,,2019-01-05 12:20:04.600,,7.0,3.0
42183,3432333864377C18,,,2019-01-05 12:24:24.628,,7.0,260.0
42184,3432333864377C18,,,2019-01-05 12:24:28.480,,7.0,3.0
42201,3432333864377C18,,,2019-01-05 12:54:51.283,,7.0,249.0
42202,3432333864377C18,,,2019-01-05 12:55:06.036,,7.0,14.0
42213,3432333864377C18,,,2019-01-05 13:15:04.902,,7.0,252.0
42214,3432333864377C18,,,2019-01-05 13:15:17.432,,7.0,12.0
42215,3432333864377C18,,,2019-01-05 13:19:29.046,,7.0,251.0
42216,3432333864377C18,,,2019-01-05 13:19:42.180,,7.0,13.0
42217,3432333864377C18,,,2019-01-05 13:23:54.101,,7.0,251.0
42218,3432333864377C18,,,2019-01-05 13:24:07.271,,7.0,13.0
42219,3432333864377C18,,,2019-01-05 13:28:19.178,,7.0,251.0
42220,3432333864377C18,,,2019-01-05 13:28:32.314,,7.0,13.0
42221,3432333864377C18,,,2019-01-05 13:32:44.218,,7.0,251.0
42222,3432333864377C18,,,2019-01-05 13:32:57.344,,7.0,13.0
42223,3432333864377C18,,,2019-01-05 13:37:09.217,,7.0,251.0
42224,3432333864377C18,,,2019-01-05 13:37:22.387,,7.0,13.0
42227,3432333864377C18,,,2019-01-05 13:50:25.635,,7.0,266.0
42228,3432333864377C18,,,2019-01-05 13:50:38.778,,7.0,13.0
42229,3432333864377C18,,,2019-01-05 13:54:50.168,,7.0,251.0
42230,3432333864377C18,,,2019-01-05 13:55:03.920,,7.0,13.0
42231,3432333864377C18,,,2019-01-05 13:59:14.131,,7.0,250.0
42232,3432333864377C18,,,2019-01-05 13:59:26.850,,7.0,12.0
42234,3432333864377C18,,,2019-01-05 14:01:42.878,,7.0,65.0
42235,3432333864377C18,,,2019-01-05 14:01:44.188,,7.0,1.0
44169,3432333864377C18,,,2019-01-06 09:45:25.138,,7.0,31.0
44170,3432333864377C18,,,2019-01-06 09:45:32.788,,7.0,7.0
46255,3432333864377C18,,,2019-01-07 07:20:52.103,,7.0,21.0
46256,3432333864377C18,,,2019-01-07 07:21:04.613,,7.0,12.0
47188,3432333864377C18,,,2019-01-07 21:03:05.431,,7.0,39.0
47189,3432333864377C18,,,2019-01-07 21:03:17.002,,7.0,11.0
47261,3432333864377C18,,,2019-01-07 21:46:16.866,,7.0,39.0
47262,3432333864377C18,,,2019-01-07 21:46:31.775,,7.0,14.0
47540,3432333864377C18,,,2019-01-08 00:41:21.689,,7.0,60.0
47541,3432333864377C18,,,2019-01-08 00:41:27.229,,7.0,5.0
47542,3432333864377C18,,,2019-01-08 00:42:27.558,,7.0,60.0
47543,3432333864377C18,,,2019-01-08 00:42:33.490,,7.0,5.0
47545,3432333864377C18,,,2019-01-08 00:44:40.059,,7.0,60.0
47546,3432333864377C18,,,2019-01-08 00:44:46.011,,7.0,5.0
47548,3432333864377C18,,,2019-01-08 00:46:53.407,,7.0,61.0
47549,3432333864377C18,,,2019-01-08 00:46:59.381,,7.0,5.0
47550,3432333864377C18,,,2019-01-08 00:49:21.562,,7.0,142.0
47551,3432333864377C18,,,2019-01-08 00:49:27.205,,7.0,5.0
47553,3432333864377C18,,,2019-01-08 00:50:31.292,,7.0,26.0
47554,3432333864377C18,,,2019-01-08 00:50:43.910,,7.0,12.0
47576,3432333864377C18,,,2019-01-08 01:05:36.259,,7.0,37.0
47577,3432333864377C18,,,2019-01-08 01:05:49.771,,7.0,13.0
47578,3432333864377C18,,,2019-01-08 01:06:15.639,,7.0,25.0
47579,3432333864377C18,,,2019-01-08 01:06:29.187,,7.0,13.0
47725,3432333864377C18,,,2019-01-08 02:42:22.898,,7.0,37.0
47726,3432333864377C18,,,2019-01-08 02:42:25.521,,7.0,2.0
48922,3432333864377C18,,,2019-01-08 22:54:54.274,,7.0,39.0
48923,3432333864377C18,,,2019-01-08 22:55:05.164,,7.0,10.0
48969,3432333864377C18,,,2019-01-08 23:26:12.322,,7.0,57.0
48970,3432333864377C18,,,2019-01-08 23:26:22.625,,7.0,10.0
48971,3432333864377C18,,,2019-01-08 23:27:18.716,,7.0,56.0
48972,3432333864377C18,,,2019-01-08 23:27:28.617,,7.0,9.0
48973,3432333864377C18,,,2019-01-08 23:28:25.496,,7.0,56.0
48974,3432333864377C18,,,2019-01-08 23:28:34.367,,7.0,8.0
49186,3432333864377C18,,,2019-01-09 01:36:11.731,,7.0,64.0
49187,3432333864377C18,,,2019-01-09 01:36:13.468,,7.0,1.0
49188,3432333864377C18,,,2019-01-09 01:36:50.148,,7.0,36.0
49189,3432333864377C18,,,2019-01-09 01:36:57.116,,7.0,6.0
49255,3432333864377C18,,,2019-01-09 02:15:58.093,,7.0,62.0
49256,3432333864377C18,,,2019-01-09 02:16:06.756,,7.0,8.0
49265,3432333864377C18,,,2019-01-09 02:25:53.397,,7.0,64.0
49266,3432333864377C18,,,2019-01-09 02:25:59.139,,7.0,5.0
49268,3432333864377C18,,,2019-01-09 02:28:06.779,,7.0,66.0
49269,3432333864377C18,,,2019-01-09 02:28:11.250,,7.0,4.0
50188,3432333864377C18,,,2019-01-09 21:28:44.226,,7.0,64.0
50189,3432333864377C18,,,2019-01-09 21:28:47.726,,7.0,3.0
50190,3432333864377C18,,,2019-01-09 21:29:51.270,,7.0,63.0
50191,3432333864377C18,,,2019-01-09 21:29:54.565,,7.0,3.0
50192,3432333864377C18,,,2019-01-09 21:30:57.714,,7.0,63.0
50193,3432333864377C18,,,2019-01-09 21:31:00.611,,7.0,2.0
50194,3432333864377C18,,,2019-01-09 21:32:04.540,,7.0,63.0
50195,3432333864377C18,,,2019-01-09 21:32:07.437,,7.0,2.0
50196,3432333864377C18,,,2019-01-09 21:33:10.966,,7.0,63.0
50197,3432333864377C18,,,2019-01-09 21:33:13.861,,7.0,2.0
50199,3432333864377C18,,,2019-01-09 21:34:56.836,,7.0,40.0
50200,3432333864377C18,,,2019-01-09 21:35:02.849,,7.0,6.0
50288,3432333864377C18,,,2019-01-09 22:25:08.899,,7.0,38.0
50289,3432333864377C18,,,2019-01-09 22:25:11.706,,7.0,2.0
50624,3432333864377C18,,,2019-01-10 01:42:13.193,,7.0,31.0
50625,3432333864377C18,,,2019-01-10 01:42:25.312,,7.0,12.0
51437,3432333864377C18,,,2019-01-10 19:32:10.577,,7.0,57.0
51438,3432333864377C18,,,2019-01-10 19:32:18.857,,7.0,8.0
59549,3432333864377C18,51.215301513671875,4.408222675323486,2019-01-14 16:01:02.150,85092.0,9.0,66.0
59550,3432333864377C18,51.215309143066406,4.408224582672119,2019-01-14 16:01:17.085,85093.0,9.0,14.0
59902,3432333864377C18,,,2019-01-14 21:37:40.950,,7.0,51.0
59903,3432333864377C18,,,2019-01-14 21:37:55.885,,7.0,14.0
59905,3432333864377C18,,,2019-01-14 21:39:53.635,,7.0,52.0
59906,3432333864377C18,,,2019-01-14 21:40:08.527,,7.0,14.0
59907,3432333864377C18,,,2019-01-14 21:40:59.947,,7.0,51.0
59908,3432333864377C18,,,2019-01-14 21:41:14.809,,7.0,14.0
59909,3432333864377C18,,,2019-01-14 21:41:51.095,,7.0,36.0
59910,3432333864377C18,,,2019-01-14 21:42:05.227,,7.0,14.0
59947,3432333864377C18,,,2019-01-14 22:03:47.229,,7.0,31.0
59948,3432333864377C18,,,2019-01-14 22:03:53.169,,7.0,5.0
59949,3432333864377C18,,,2019-01-14 22:04:26.635,,7.0,33.0
59950,3432333864377C18,,,2019-01-14 22:04:35.978,,7.0,9.0
60028,3432333864377C18,,,2019-01-14 22:50:10.627,,7.0,26.0
60029,3432333864377C18,,,2019-01-14 22:50:20.138,,7.0,9.0
60030,3432333864377C18,,,2019-01-14 22:50:50.421,,7.0,30.0
60031,3432333864377C18,,,2019-01-14 22:51:00.154,,7.0,9.0
60228,3432333864377C18,,,2019-01-15 01:03:29.851,,7.0,65.0
60229,3432333864377C18,,,2019-01-15 01:03:30.396,,7.0,0.0
60252,3432333864377C18,,,2019-01-15 01:17:59.998,,7.0,40.0
60253,3432333864377C18,,,2019-01-15 01:18:10.772,,7.0,10.0
60270,3432333864377C18,,,2019-01-15 01:29:32.976,,7.0,66.0
60271,3432333864377C18,,,2019-01-15 01:29:47.801,,7.0,14.0
60301,3432333864377C18,,,2019-01-15 01:47:36.589,,7.0,39.0
60302,3432333864377C18,,,2019-01-15 01:47:42.170,,7.0,5.0
60900,3432333864377C18,51.194644927978516,4.402652263641357,2019-01-15 08:00:15.767,86915.0,7.0,38.0
60901,3432333864377C18,51.19483184814453,4.400854110717773,2019-01-15 08:00:28.998,86916.0,7.0,13.0
61236,3432333864377C18,51.2364387512207,4.469752788543701,2019-01-15 11:24:34.807,87297.0,9.0,39.0
61237,3432333864377C18,51.2364387512207,4.469761371612549,2019-01-15 11:24:36.001,87298.0,8.0,1.0
61272,3432333864377C18,51.2364387512207,4.469743251800537,2019-01-15 11:43:20.629,87333.0,9.0,39.0
61273,3432333864377C18,51.23644256591797,4.469744682312012,2019-01-15 11:43:32.098,87334.0,10.0,11.0
61301,3432333864377C18,51.236419677734375,4.46976375579834,2019-01-15 11:59:15.560,87363.0,9.0,39.0
61302,3432333864377C18,51.23642349243164,4.469775199890137,2019-01-15 11:59:21.813,87364.0,10.0,6.0
61317,3432333864377C18,51.236419677734375,4.469717025756836,2019-01-15 12:10:16.055,87380.0,9.0,57.0
61318,3432333864377C18,51.236419677734375,4.469722270965576,2019-01-15 12:10:24.902,87381.0,9.0,8.0
61319,3432333864377C18,51.23641586303711,4.469729423522949,2019-01-15 12:10:55.469,87382.0,9.0,30.0
61320,3432333864377C18,51.236412048339844,4.469730377197266,2019-01-15 12:11:04.969,87383.0,9.0,9.0
61349,3432333864377C18,51.23640441894531,4.469722270965576,2019-01-15 12:28:09.177,87415.0,9.0,39.0
61350,3432333864377C18,51.23640441894531,4.469729423522949,2019-01-15 12:28:21.445,87416.0,10.0,12.0
61437,3432333864377C18,51.236351013183594,4.469537734985352,2019-01-15 13:20:43.093,87505.0,10.0,55.0
61438,3432333864377C18,51.236351013183594,4.469549655914307,2019-01-15 13:20:58.006,87506.0,10.0,14.0
61439,3432333864377C18,51.236366271972656,4.469547748565674,2019-01-15 13:21:49.818,87507.0,10.0,51.0
61440,3432333864377C18,51.23637771606445,4.469547748565674,2019-01-15 13:22:04.741,87508.0,10.0,14.0
61442,3432333864377C18,51.23643493652344,4.469651222229004,2019-01-15 13:24:02.475,87511.0,10.0,51.0
61443,3432333864377C18,51.236473083496094,4.46973991394043,2019-01-15 13:24:16.727,87512.0,9.0,14.0
61444,3432333864377C18,51.23646926879883,4.469720363616943,2019-01-15 13:24:54.039,87513.0,9.0,37.0
61445,3432333864377C18,51.23647689819336,4.469717025756836,2019-01-15 13:25:08.761,87514.0,9.0,14.0
61465,3432333864377C18,51.236446380615234,4.469731330871582,2019-01-15 13:41:16.337,87535.0,9.0,37.0
61466,3432333864377C18,51.23644256591797,4.4697370529174805,2019-01-15 13:41:18.600,87536.0,9.0,2.0
63391,3432333864377C18,51.237056732177734,4.470454692840576,2019-01-16 20:38:12.004,91065.0,7.0,63.0
63392,3432333864377C18,51.237022399902344,4.470415115356445,2019-01-16 20:38:21.706,91202.0,7.0,9.0
64834,3432333864377C18,51.23701477050781,4.470530033111572,2019-01-17 21:40:52.407,93917.0,8.0,31.0
64835,3432333864377C18,51.23707962036133,4.470578193664551,2019-01-17 21:41:35.403,94054.0,7.0,11.0
65126,3432333864377C18,51.23710632324219,4.470577239990234,2019-01-18 09:37:15.518,95278.0,8.0,30.0
65127,3432333864377C18,51.236656188964844,4.47015380859375,2019-01-18 09:37:25.020,95414.0,8.0,9.0
65310,3432333864377C18,51.236541748046875,4.469995021820068,2019-01-18 11:34:14.685,95499.0,9.0,40.0
65311,3432333864377C18,51.236549377441406,4.469982147216797,2019-01-18 11:34:20.438,95500.0,9.0,5.0
65351,3432333864377C18,51.236610412597656,4.470013618469238,2019-01-18 12:02:02.718,95546.0,9.0,38.0
65352,3432333864377C18,51.236610412597656,4.4700117111206055,2019-01-18 12:02:11.573,95547.0,9.0,8.0
65353,3432333864377C18,51.236610412597656,4.470008850097656,2019-01-18 12:02:41.004,95548.0,8.0,29.0
65354,3432333864377C18,51.23660659790039,4.470004081726074,2019-01-18 12:02:51.892,95549.0,8.0,10.0
65369,3432333864377C18,51.2365608215332,4.470107078552246,2019-01-18 12:12:20.627,95565.0,11.0,51.0
65370,3432333864377C18,51.23656463623047,4.47008752822876,2019-01-18 12:12:35.552,95566.0,11.0,14.0
65371,3432333864377C18,51.23656463623047,4.470066547393799,2019-01-18 12:14:48.253,95567.0,10.0,132.0
65372,3432333864377C18,51.236629486083984,4.4699320793151855,2019-01-18 12:15:03.213,95568.0,10.0,14.0
65373,3432333864377C18,51.23661804199219,4.469926357269287,2019-01-18 12:15:58.540,95569.0,9.0,55.0
65374,3432333864377C18,,,2019-01-18 12:16:10.010,,10.0,11.0
65407,3432333864377C18,51.236602783203125,4.4698615074157715,2019-01-18 12:54:44.398,95605.0,9.0,26.0
65408,3432333864377C18,51.23659896850586,4.469857215881348,2019-01-18 12:54:55.745,95606.0,9.0,11.0
65441,3432333864377C18,51.23673629760742,4.469908237457275,2019-01-18 13:19:32.732,95643.0,9.0,31.0
65442,3432333864377C18,51.23668670654297,4.469907283782959,2019-01-18 13:19:39.631,95644.0,9.0,6.0
65469,3432333864377C18,51.23661804199219,4.469958305358887,2019-01-18 13:37:33.952,95678.0,9.0,60.0
65470,3432333864377C18,51.23661804199219,4.469952583312988,2019-01-18 13:37:38.528,95679.0,9.0,4.0
65549,3432333864377C18,51.23653030395508,4.469985008239746,2019-01-18 14:36:47.893,95778.0,12.0,255.0
65550,3432333864377C18,51.236549377441406,4.469936847686768,2019-01-18 14:36:56.948,95779.0,12.0,9.0
65551,3432333864377C18,51.23654556274414,4.469936847686768,2019-01-18 14:41:11.794,95780.0,12.0,254.0
65552,3432333864377C18,51.2365608215332,4.469928741455078,2019-01-18 14:41:21.058,95781.0,12.0,9.0
65553,3432333864377C18,51.236572265625,4.4699296951293945,2019-01-18 14:45:36.000,95782.0,12.0,254.0
65554,3432333864377C18,51.23697280883789,4.47036075592041,2019-01-18 14:45:45.629,95783.0,12.0,9.0
65555,3432333864377C18,51.236968994140625,4.470353603363037,2019-01-18 14:50:01.652,95784.0,12.0,256.0
65556,3432333864377C18,51.23695755004883,4.470333576202393,2019-01-18 14:50:09.154,95785.0,11.0,7.0
71701,3432333864377C18,,,2019-01-22 20:36:59.168,,7.0,39.0
71702,3432333864377C18,,,2019-01-22 20:37:01.831,,7.0,2.0
71715,3432333864377C18,,,2019-01-22 20:44:11.576,,7.0,38.0
71716,3432333864377C18,,,2019-01-22 20:44:24.277,,7.0,12.0
71735,3432333864377C18,,,2019-01-22 20:57:11.819,,7.0,64.0
71736,3432333864377C18,,,2019-01-22 20:57:14.444,,7.0,2.0
71806,3432333864377C18,,,2019-01-22 21:41:43.781,,7.0,64.0
71807,3432333864377C18,,,2019-01-22 21:41:46.411,,7.0,2.0
71808,3432333864377C18,,,2019-01-22 21:42:23.247,,7.0,36.0
71809,3432333864377C18,,,2019-01-22 21:42:25.912,,7.0,2.0
71910,3432333864377C18,,,2019-01-22 22:42:48.391,,7.0,39.0
71911,3432333864377C18,,,2019-01-22 22:43:02.977,,7.0,14.0
71949,3432333864377C18,,,2019-01-22 23:03:52.082,,7.0,37.0
71950,3432333864377C18,,,2019-01-22 23:03:54.975,,7.0,2.0
71951,3432333864377C18,,,2019-01-22 23:05:01.094,,7.0,66.0
71952,3432333864377C18,,,2019-01-22 23:05:03.721,,7.0,2.0
71953,3432333864377C18,,,2019-01-22 23:05:40.541,,7.0,36.0
71954,3432333864377C18,,,2019-01-22 23:05:44.232,,7.0,3.0
71972,3432333864377C18,,,2019-01-22 23:16:42.160,,7.0,66.0
71973,3432333864377C18,,,2019-01-22 23:16:53.858,,7.0,11.0
72017,3432333864377C18,,,2019-01-22 23:42:47.743,,7.0,37.0
72018,3432333864377C18,,,2019-01-22 23:42:49.623,,7.0,1.0
72020,3432333864377C18,,,2019-01-22 23:43:59.846,,7.0,32.0
72021,3432333864377C18,,,2019-01-22 23:44:14.425,,7.0,14.0
72079,3432333864377C18,,,2019-01-23 00:17:22.145,,7.0,38.0
72080,3432333864377C18,,,2019-01-23 00:17:28.088,,7.0,5.0
72125,3432333864377C18,,,2019-01-23 00:45:18.845,,7.0,37.0
72126,3432333864377C18,,,2019-01-23 00:45:21.471,,7.0,2.0
72127,3432333864377C18,,,2019-01-23 00:45:58.289,,7.0,36.0
72128,3432333864377C18,,,2019-01-23 00:46:00.934,,7.0,2.0
72175,3432333864377C18,,,2019-01-23 01:17:09.150,,7.0,37.0
72176,3432333864377C18,,,2019-01-23 01:17:12.045,,7.0,2.0
72177,3432333864377C18,,,2019-01-23 01:18:18.409,,7.0,66.0
72178,3432333864377C18,,,2019-01-23 01:18:21.307,,7.0,2.0
72179,3432333864377C18,,,2019-01-23 01:19:24.745,,7.0,63.0
72180,3432333864377C18,,,2019-01-23 01:19:27.635,,7.0,2.0
