,device,gpsLat,gpsLon,rx_time,seqNumber,spfact,IPT
72181,3432333864377C18,,,2019-01-23 01:20:31.070,,7.0,63.0
72182,3432333864377C18,,,2019-01-23 01:20:33.963,,7.0,2.0
72183,3432333864377C18,,,2019-01-23 01:21:37.401,,7.0,63.0
72184,3432333864377C18,,,2019-01-23 01:21:40.292,,7.0,2.0
72187,3432333864377C18,,,2019-01-23 01:24:56.508,,7.0,63.0
72188,3432333864377C18,,,2019-01-23 01:24:59.402,,7.0,2.0
72189,3432333864377C18,,,2019-01-23 01:26:02.843,,7.0,63.0
72190,3432333864377C18,,,2019-01-23 01:26:05.737,,7.0,2.0
72191,3432333864377C18,,,2019-01-23 01:27:09.200,,7.0,63.0
72192,3432333864377C18,,,2019-01-23 01:27:11.806,,7.0,2.0
72733,3432333864377C18,51.200504302978516,4.391323089599609,2019-01-23 08:20:45.923,108684.0,11.0,149.0
72734,3432333864377C18,51.202842712402344,4.391867637634277,2019-01-23 08:20:58.558,108685.0,9.0,12.0
72735,3432333864377C18,51.202842712402344,4.391847610473633,2019-01-23 08:21:35.808,108686.0,7.0,37.0
72736,3432333864377C18,51.20283889770508,4.391843318939209,2019-01-23 08:21:48.292,108687.0,7.0,12.0
72737,3432333864377C18,51.20283889770508,4.391836643218994,2019-01-23 08:22:00.811,108688.0,7.0,12.0
84390,3432333864377C18,,,2019-01-29 04:21:06.900,,8.0,27.0
84391,3432333864377C18,,,2019-01-29 04:21:16.644,,8.0,9.0
84425,3432333864377C18,,,2019-01-29 04:46:14.108,,8.0,51.0
84426,3432333864377C18,,,2019-01-29 04:46:28.833,,8.0,14.0
84428,3432333864377C18,,,2019-01-29 04:48:42.397,,8.0,63.0
84429,3432333864377C18,,,2019-01-29 04:48:45.988,,8.0,3.0
84430,3432333864377C18,,,2019-01-29 04:49:48.749,,8.0,62.0
84431,3432333864377C18,,,2019-01-29 04:49:51.940,,8.0,3.0
84432,3432333864377C18,,,2019-01-29 04:50:55.081,,8.0,63.0
84433,3432333864377C18,,,2019-01-29 04:50:58.269,,8.0,3.0
84434,3432333864377C18,,,2019-01-29 04:52:01.417,,8.0,63.0
84435,3432333864377C18,,,2019-01-29 04:52:04.956,,8.0,3.0
84769,3432333864377C18,51.1895637512207,4.423185348510742,2019-01-29 08:31:28.846,125145.0,7.0,20.0
84770,3432333864377C18,51.1903076171875,4.423321723937988,2019-01-29 08:31:41.336,125146.0,7.0,12.0
84934,3432333864377C18,51.20448303222656,4.392090797424316,2019-01-29 10:10:33.684,125335.0,7.0,31.0
84935,3432333864377C18,,,2019-01-29 10:10:45.774,,7.0,12.0
86567,3432333864377C18,,,2019-01-30 05:38:50.854,,8.0,39.0
86568,3432333864377C18,,,2019-01-30 05:39:05.599,,8.0,14.0
86910,3432333864377C18,,,2019-01-31 22:36:04.070,,7.0,38.0
86911,3432333864377C18,,,2019-01-31 22:36:13.409,,7.0,9.0
87041,3432333864377C18,,,2019-01-31 23:57:16.260,,7.0,26.0
87042,3432333864377C18,,,2019-01-31 23:57:29.305,,7.0,13.0
